"sim.model"	"fit.model"	"n.muts"	"coes"	"sigma"	"rep"	"s.hats.1"	"s.hats.2"	"s.hats.3"	"R2"	"sig.hat"	"logLike"	"P"
"mult"	"mult"	"3"	"0.3"	"0.08"	"22"	"0.33612"	"0.24808"	"0.29095"	"0.93256"	"0.0798"	"9.87458"	"-0.73603"
"mult"	"mult"	"3"	"0.3"	"0.08"	"23"	"0.35544"	"0.28426"	"0.30572"	"0.97263"	"0.05986"	"12.17454"	"-1.06154"
"mult"	"mult"	"3"	"0.3"	"0.08"	"24"	"0.28927"	"0.31171"	"0.30418"	"0.98466"	"0.04371"	"14.68978"	"-5.16851"
"mult"	"mult"	"3"	"0.3"	"0.08"	"25"	"0.25824"	"0.28072"	"0.39816"	"0.94735"	"0.08698"	"9.18479"	"-3.79847"
"mult"	"mult"	"3"	"0.3"	"0.08"	"26"	"0.28164"	"0.30525"	"0.29695"	"0.92631"	"0.10174"	"7.93137"	"-0.99538"
"mult"	"mult"	"3"	"0.3"	"0.08"	"27"	"0.3224"	"0.25753"	"0.3068"	"0.94352"	"0.07806"	"10.0512"	"-5.17607"
"mult"	"mult"	"3"	"0.3"	"0.08"	"28"	"0.25632"	"0.30656"	"0.30691"	"0.97327"	"0.05308"	"13.13648"	"-2.92663"
"mult"	"mult"	"3"	"0.3"	"0.08"	"29"	"0.28048"	"0.29202"	"0.28873"	"0.9538"	"0.0733"	"10.55367"	"-1.72287"
"mult"	"mult"	"3"	"0.3"	"0.08"	"30"	"0.28831"	"0.27717"	"0.27033"	"0.9316"	"0.07141"	"10.76252"	"-6.80071"
"mult"	"mult"	"3"	"0.3"	"0.08"	"31"	"0.30607"	"0.27673"	"0.31616"	"0.88682"	"0.10136"	"7.96099"	"-4.78426"
"mult"	"mult"	"3"	"0.3"	"0.08"	"32"	"0.30294"	"0.36537"	"0.21586"	"0.90022"	"0.09368"	"8.59109"	"-3.0842"
"mult"	"mult"	"3"	"0.3"	"0.08"	"33"	"0.28562"	"0.30034"	"0.29071"	"0.99799"	"0.01426"	"23.65357"	"-1.97428"
"mult"	"mult"	"3"	"0.3"	"0.08"	"34"	"0.31917"	"0.30347"	"0.31574"	"0.9647"	"0.06132"	"11.98227"	"-1.0436"
"mult"	"mult"	"3"	"0.3"	"0.08"	"35"	"0.25226"	"0.32032"	"0.31062"	"0.94691"	"0.07831"	"10.02489"	"-1.12978"
"mult"	"mult"	"3"	"0.3"	"0.08"	"36"	"0.39607"	"0.22869"	"0.324"	"0.92086"	"0.10633"	"7.57847"	"-2.12128"
"mult"	"mult"	"3"	"0.3"	"0.08"	"37"	"0.2417"	"0.35699"	"0.30488"	"0.90972"	"0.09663"	"8.3438"	"-2.76289"
"mult"	"mult"	"3"	"0.3"	"0.08"	"38"	"0.362"	"0.27852"	"0.28565"	"0.95286"	"0.06614"	"11.37661"	"-3.92327"
"mult"	"mult"	"3"	"0.3"	"0.08"	"39"	"0.35464"	"0.29743"	"0.2819"	"0.94286"	"0.08432"	"9.4339"	"-0.29537"
"mult"	"mult"	"3"	"0.3"	"0.08"	"40"	"0.28431"	"0.26087"	"0.34196"	"0.9586"	"0.07071"	"10.84168"	"-1.18757"
"mult"	"mult"	"3"	"0.3"	"0.08"	"41"	"0.25474"	"0.28213"	"0.35342"	"0.98271"	"0.04572"	"14.33038"	"-2.76432"
"mult"	"mult"	"3"	"0.3"	"0.08"	"42"	"0.33528"	"0.32214"	"0.25848"	"0.95729"	"0.06489"	"11.52947"	"-0.99988"
"mult"	"mult"	"3"	"0.3"	"0.08"	"43"	"0.26071"	"0.38447"	"0.27843"	"0.98007"	"0.04959"	"13.68093"	"-1.10323"
"mult"	"mult"	"3"	"0.3"	"0.08"	"44"	"0.32521"	"0.27614"	"0.28245"	"0.92671"	"0.07481"	"10.39045"	"-5.05563"
"mult"	"mult"	"3"	"0.3"	"0.08"	"45"	"0.2649"	"0.32627"	"0.30485"	"0.99027"	"0.03376"	"16.75696"	"-0.859"
"mult"	"mult"	"3"	"0.3"	"0.08"	"46"	"0.30437"	"0.31911"	"0.27671"	"0.98609"	"0.04086"	"15.22876"	"-2.35031"
"mult"	"mult"	"3"	"0.3"	"0.08"	"47"	"0.26991"	"0.22291"	"0.35352"	"0.94808"	"0.07079"	"10.8331"	"-2.84929"
"mult"	"mult"	"3"	"0.3"	"0.08"	"48"	"0.30031"	"0.26739"	"0.27943"	"0.92954"	"0.08815"	"9.07841"	"-2.39245"
"mult"	"mult"	"3"	"0.3"	"0.08"	"49"	"0.36344"	"0.2597"	"0.31913"	"0.92297"	"0.10867"	"7.40372"	"-1.03294"
"mult"	"mult"	"3"	"0.3"	"0.08"	"50"	"0.29318"	"0.22533"	"0.32173"	"0.94361"	"0.07635"	"10.22768"	"-3.63271"
"mult"	"mult"	"3"	"0.3"	"0.08"	"51"	"0.35342"	"0.27896"	"0.32092"	"0.97224"	"0.06299"	"11.76617"	"-0.91057"
"mult"	"mult"	"3"	"0.3"	"0.08"	"52"	"0.24165"	"0.36355"	"0.3323"	"0.92806"	"0.09881"	"8.1651"	"-5.43974"
"mult"	"mult"	"3"	"0.3"	"0.08"	"53"	"0.2534"	"0.25227"	"0.34581"	"0.95314"	"0.06151"	"11.95752"	"-1.32104"
"mult"	"mult"	"3"	"0.3"	"0.08"	"54"	"0.31256"	"0.24727"	"0.33006"	"0.94175"	"0.084"	"9.46375"	"-1.72334"
"mult"	"mult"	"3"	"0.3"	"0.08"	"55"	"0.29256"	"0.36935"	"0.29993"	"0.95808"	"0.08019"	"9.83506"	"-2.65829"
"mult"	"mult"	"3"	"0.3"	"0.08"	"56"	"0.32823"	"0.26877"	"0.31028"	"0.94714"	"0.06957"	"10.97243"	"-3.85018"
"mult"	"mult"	"3"	"0.3"	"0.08"	"57"	"0.27915"	"0.30476"	"0.33227"	"0.97304"	"0.06095"	"12.03026"	"-0.73282"
"mult"	"mult"	"3"	"0.3"	"0.08"	"58"	"0.2482"	"0.33504"	"0.31412"	"0.93992"	"0.08121"	"9.73456"	"-2.9887"
"mult"	"mult"	"3"	"0.3"	"0.08"	"59"	"0.31327"	"0.32273"	"0.26971"	"0.94714"	"0.07965"	"9.88976"	"-5.07968"
"mult"	"mult"	"3"	"0.3"	"0.08"	"60"	"0.27284"	"0.34797"	"0.21908"	"0.97623"	"0.04652"	"14.19083"	"-2.46381"
"mult"	"mult"	"3"	"0.3"	"0.08"	"61"	"0.35209"	"0.26613"	"0.28806"	"0.94857"	"0.087"	"9.18324"	"-0.75695"
"mult"	"mult"	"3"	"0.3"	"0.08"	"62"	"0.33191"	"0.29059"	"0.31781"	"0.99571"	"0.02249"	"20.00749"	"-1.19737"
"mult"	"mult"	"3"	"0.3"	"0.08"	"63"	"0.36975"	"0.23373"	"0.31811"	"0.99403"	"0.02598"	"18.85329"	"-1.89019"
"mult"	"mult"	"3"	"0.3"	"0.08"	"64"	"0.3017"	"0.31117"	"0.32107"	"0.9537"	"0.07714"	"10.1456"	"-1.81076"
"mult"	"mult"	"3"	"0.3"	"0.08"	"65"	"0.29092"	"0.32762"	"0.29481"	"0.9642"	"0.06394"	"11.64678"	"-2.65234"
"mult"	"mult"	"3"	"0.3"	"0.08"	"66"	"0.35366"	"0.23247"	"0.30391"	"0.93809"	"0.08421"	"9.44442"	"-2.06417"
"mult"	"mult"	"3"	"0.3"	"0.08"	"67"	"0.29251"	"0.29609"	"0.29877"	"0.9378"	"0.08821"	"9.07318"	"-1.24624"
"mult"	"mult"	"3"	"0.3"	"0.08"	"68"	"0.32374"	"0.30901"	"0.2007"	"0.97563"	"0.04637"	"14.21807"	"-1.71501"
"mult"	"mult"	"3"	"0.3"	"0.08"	"69"	"0.28496"	"0.30176"	"0.31206"	"0.98393"	"0.03863"	"15.67741"	"-2.28214"
"mult"	"mult"	"3"	"0.3"	"0.08"	"70"	"0.18138"	"0.35329"	"0.3036"	"0.97493"	"0.04532"	"14.39978"	"-1.97422"
"mult"	"mult"	"3"	"0.3"	"0.08"	"71"	"0.27714"	"0.35211"	"0.29411"	"0.95195"	"0.07138"	"10.76645"	"-0.49694"
"mult"	"mult"	"3"	"0.3"	"0.08"	"72"	"0.33308"	"0.25385"	"0.31736"	"0.9664"	"0.05625"	"12.67142"	"-7.00642"
"mult"	"mult"	"3"	"0.3"	"0.08"	"73"	"0.30819"	"0.27756"	"0.32369"	"0.96538"	"0.06316"	"11.74548"	"-0.70256"
"mult"	"mult"	"3"	"0.3"	"0.08"	"74"	"0.31156"	"0.18642"	"0.42399"	"0.94226"	"0.08296"	"9.5638"	"-3.63431"
"mult"	"mult"	"3"	"0.3"	"0.08"	"75"	"0.30003"	"0.33214"	"0.35347"	"0.98564"	"0.04503"	"14.45188"	"-4.27987"
"mult"	"mult"	"3"	"0.3"	"0.08"	"76"	"0.3119"	"0.30632"	"0.24638"	"0.96034"	"0.06121"	"11.99589"	"-4.7623"
