"model"	"n.muts"	"coes"	"sigma"	"u.mean"	"d.hat.max"	"u.hats.1"	"u.hats.2"	"u.hats.3"	"u.hats.4"	"R2.stick"	"sig.stick"	"lnL.stick"	"P.stick"	"s.mean"	"s.hats.1"	"s.hats.2"	"s.hats.3"	"s.hats.4"	"R2.mult"	"sig.mult"	"lnL.mult"	"P.mult"	"w.mean"	"w.hats.1"	"w.hats.2"	"w.hats.3"	"w.hats.4"	"R2.add"	"sig.add"	"lnL.add"	"P.add"
"add"	4	-0.280244257370941	0.230499136145227	-0.867744288461093	0.1	-0.32416	-0.8941	-1.10817	-1.14455	-0.23214	0.36019	-5.36494	-13.68975	-0.343263487350975	0.35156	-0.54961	-0.65099	-0.52402	0.31861	0.26785	-0.62591	-10.68269	-0.270690968876643	-0.03166	-0.29768	-0.39153	-0.36189	0.76385	0.15769	7.85142	-5.15592
"add"	4	-0.0619557081139646	0.194295649707783	-0.0799041727170503	0.565635003657791	0.15104	-0.14415	-0.15456	-0.17194	-0.24057	0.22461	2.19088	-15.28204	-0.0359355362450947	-0.04143	-0.04755	-0.03572	-0.01904	0.05132	0.19642	4.33696	-17.55127	-0.0339202681296311	-0.00626	-0.04527	-0.04467	-0.03948	0.04359	0.19722	4.27205	-23.46253
"add"	4	-0.48350494481856	0.206483354966622	-1.12753396175613	0.1	-1.24369	-0.82892	-1.04545	-1.39208	-0.53633	0.58469	-13.11623	-12.47425	-0.470843571496173	-0.4379	-0.40234	-0.50282	-0.54032	-0.04696	0.48267	-10.04821	-1.51722	-0.489643663268226	-0.5181	-0.43499	-0.42271	-0.58278	0.89789	0.15074	8.57234	-4.52535
"add"	4	-0.403448402648792	0.178770869388245	-1.07751696712966	0.1	-0.80616	-0.8914	-0.73997	-1.87254	-0.07938	0.41003	-7.4385	-20.09714	-0.414876994178696	-0.42211	-0.49838	-0.28542	-0.4536	0.40837	0.30356	-2.62836	-5.7788	-0.381211101868438	-0.2869	-0.32729	-0.28937	-0.62128	0.94919	0.08896	17.00946	-5.14957
"add"	4	-0.165814738860354	0.233778559544589	-0.447273166954039	0.246868075712745	-0.86768	-0.77379	0.00279	-0.15042	0.3293	0.21782	2.6823	-11.6807	-0.232081794310263	-0.39067	-0.42273	0.06394	-0.17887	0.314	0.22029	2.50182	-9.71365	-0.156361189675836	-0.26791	-0.27204	-0.0382	-0.04729	0.47098	0.19345	4.58071	-9.35316
"add"	4	-0.0836207800544798	0.245906717143953	-0.0982110623255008	0.567011332982209	-0.49617	-0.23056	0.27952	0.05436	-0.08222	0.2914	-1.9742	-11.63905	-0.0892152591106662	-0.20528	-0.29513	0.11912	0.02443	0.2569	0.24147	1.03326	-7.36877	-0.075384421050491	-0.21065	-0.23038	0.13551	0.00399	0.21892	0.24756	0.63449	-10.77095
"add"	4	-0.460683265898842	0.125891146773938	-0.083000831074879	5.31478467823611	-0.08746	-0.07162	-0.08696	-0.08597	0.95374	0.10269	14.71351	-3.257	-0.479844590977778	-0.3319	-0.59098	-0.34224	-0.65425	0.09182	0.45499	-9.10345	-2.84649	-0.491079164871852	-0.51303	-0.42713	-0.51812	-0.50604	0.94068	0.11629	12.72418	-2.62844
"add"	4	-0.121380546723958	0.147320771066006	-0.416507180219129	0.113105641881301	-0.48413	-0.19546	-0.00324	-0.9832	-0.37071	0.165	7.12547	-15.93498	-0.0883513485039537	-0.09612	-0.06084	-0.00473	-0.19172	0.15808	0.12932	11.02471	-15.35725	-0.0761809367673947	-0.08508	-0.04532	-0.00318	-0.17114	0.04346	0.13784	10.00359	-15.14701
"add"	4	-0.229878986650147	0.0830340752145275	-0.838791038824523	0.1	-1.12562	-0.56016	-0.71299	-0.95639	0.0624	0.22461	2.19137	-16.71121	-0.35053810580334	-0.40037	-0.31555	-0.3457	-0.34054	0.67683	0.13187	10.71247	-1.25623	-0.226442163794903	-0.27249	-0.19039	-0.21192	-0.23096	0.85772	0.08749	17.2758	-8.10219
"add"	4	-0.473150734463707	0.0325681043905206	-1.11565264788989	0.1	-1.13422	-1.17814	-1.02758	-1.12267	-0.53255	0.54847	-12.09317	-14.99799	-0.511287783565787	-0.54057	-0.5565	-0.46095	-0.48713	0.13468	0.41213	-7.52042	-0.92671	-0.476927069815397	-0.48447	-0.488	-0.45767	-0.47757	0.99111	0.04177	29.10713	-5.82061
"add"	4	-0.372759905376006	0.241322157962713	-0.160735170043956	2.0919160031289	-0.19676	-0.16671	-0.0917	-0.18777	0.81662	0.19175	4.72183	-4.73109	-0.310159475096609	-0.36939	-0.33695	-0.18916	-0.34515	0.075	0.43066	-8.22395	-5.66623	-0.414033226345559	-0.49613	-0.42084	-0.26553	-0.47362	0.7764	0.21174	3.13565	-2.15329
"add"	4	-0.364500541123562	0.232886278710794	-0.532197025914755	0.321347834571701	-0.01868	-1.30425	-0.11341	-0.69244	0.36602	0.3001	-2.44478	-9.49322	-0.255987122875402	-0.0122	-0.52367	-0.10053	-0.38755	0.35013	0.30384	-2.64291	-3.58933	-0.287351108748079	-0.05642	-0.61163	-0.17636	-0.30499	0.71656	0.20066	3.99534	-7.34947
"add"	4	-0.31549095826922	0.0954107299912721	-0.927435810572235	0.1	-1.02631	-1.00594	-0.61941	-1.05808	-0.0382	0.29492	-2.16599	-21.42812	-0.445028292279578	-0.46796	-0.51647	-0.32414	-0.47155	0.73006	0.15038	8.61025	-13.19158	-0.299141278769236	-0.3243	-0.29556	-0.24423	-0.33248	0.94402	0.06848	21.1957	-3.92232
"add"	4	-0.164613252447452	0.245378080173396	-0.154009398121789	0.668239963368604	-0.13877	-0.20943	-0.22364	-0.0442	0.17939	0.24815	0.59624	-16.23594	-0.171611361181811	-0.24697	-0.19272	-0.21741	-0.02934	0.04759	0.26734	-0.59537	-15.14322	-0.129458870923769	-0.15665	-0.14874	-0.17697	-0.03547	0.1543	0.25192	0.35533	-15.1405
"add"	4	-0.417502934287768	0.242116724490188	-0.745054511554942	0.26302875709131	-0.10126	-0.6898	-0.9674	-1.22176	-0.32019	0.49723	-10.52369	-10.42878	-0.526004029440001	-0.58667	-0.58871	-0.39682	-0.53182	0.28284	0.36648	-5.64182	-1.55683	-0.388452177635405	-0.2761	-0.32076	-0.41095	-0.54599	0.62846	0.26378	-0.38076	-13.06074
"add"	4	-0.472647034574766	0.0705786947510205	-1.09720118531827	0.1	-0.98831	-1.13233	-1.1125	-1.15567	-0.72863	0.56206	-12.4847	-14.37358	-0.479042463708104	-0.564	-0.28488	-0.56267	-0.50462	-0.01032	0.4297	-8.18823	-1.58593	-0.468886976599513	-0.42287	-0.47984	-0.48029	-0.49254	0.98839	0.04606	27.54301	-4.82643
"add"	4	-0.194416959688533	0.172300138161518	-0.645984814043531	0.1	-0.41424	-0.89176	-0.75134	-0.5266	-0.45872	0.20954	3.30265	-21.71346	-0.232556370871081	-0.15144	-0.30871	-0.24098	-0.2291	0.61301	0.10793	13.91807	-3.67537	-0.159939732334344	-0.10113	-0.22055	-0.1732	-0.14489	0.56038	0.11503	12.8978	-6.87967
"add"	4	-0.457845130329952	0.0622144108638167	-1.11107150215534	0.1	-1.11604	-1.08598	-1.13165	-1.11062	-0.47871	0.53453	-11.68101	-15.31563	-0.561288171868852	-0.69168	-0.51875	-0.45381	-0.58091	0.26535	0.37676	-6.08473	-2.61478	-0.468910094892177	-0.47071	-0.45557	-0.47946	-0.46991	0.98547	0.05299	25.29936	-3.4363
"add"	4	-0.418807812419254	0.0190125848166645	-1.04970454252971	0.1	-1.10386	-1.0552	-1.0165	-1.02326	-0.38711	0.45684	-9.1682	-13.81487	-0.408074734423135	-0.42433	-0.41008	-0.39376	-0.40413	0.18012	0.35122	-4.96163	-0.52797	-0.421441185672759	-0.43937	-0.4239	-0.40842	-0.41408	0.99783	0.01807	42.50981	-4.68574
"add"	4	-0.285551218187902	0.165954348747618	-0.252884630879964	0.896477175564123	-0.32613	-0.33176	-0.16513	-0.18852	0.91726	0.09727	15.58128	-2.99822	-0.391832805624353	-0.48368	-0.41324	-0.36414	-0.30627	0.63305	0.20485	3.66479	-18.89805	-0.306335656069752	-0.39338	-0.38586	-0.20592	-0.24018	0.84505	0.13311	10.56198	-4.20562
"add"	4	-0.464803471078631	0.216211435443256	-0.0795174722273482	5.38942003847414	-0.08922	-0.08192	-0.08626	-0.06067	0.87422	0.17254	6.41138	-2.5582	-0.403978181953044	-0.38944	-0.48569	-0.58173	-0.15905	-0.04986	0.49846	-10.56339	-2.07616	-0.477063373230278	-0.53859	-0.48944	-0.51499	-0.36524	0.86198	0.18073	5.66898	-2.07321
"add"	4	-0.436477059079334	0.227149931306485	-0.180879310284661	1.8518906692264	-0.14413	-0.05417	-0.25049	-0.27473	0.77242	0.25001	0.4772	-4.4264	-0.286004487364836	-0.22919	-0.08331	-0.48839	-0.34312	0.13732	0.48675	-10.183	-4.99844	-0.420671612710683	-0.38434	-0.13423	-0.54742	-0.6167	0.72702	0.27381	-0.97797	-1.92545
"add"	4	-0.188101845770143	0.203568293829449	-0.672138007441685	0.1	-0.13197	-0.59522	-0.57812	-1.38324	-0.25343	0.31115	-3.02333	-14.20298	-0.371606389694319	-0.1074	-0.38461	-0.46386	-0.53055	-0.05556	0.28554	-1.64887	-4.12173	-0.188372901560713	-0.05227	-0.16951	-0.21141	-0.32031	0.40048	0.21519	2.8767	-6.93645
"add"	4	-0.0926389071857557	0.0989101288723759	-0.105583918381433	0.916681675446974	-0.10954	-0.1271	-0.06165	-0.12405	0.71179	0.0732	20.12998	-8.78819	-0.124719957828991	-0.12633	-0.14326	-0.08812	-0.14117	0.64776	0.08092	18.52486	-4.8507	-0.108083804250026	-0.11081	-0.12697	-0.06969	-0.12486	0.69953	0.07474	19.7967	-7.06706
"add"	4	-0.480024439783301	0.0231853451114148	-1.11512170247253	0.1	-1.17166	-1.08414	-1.12344	-1.08125	-0.48837	0.54405	-11.96357	-13.66136	-0.526423456043145	-0.49142	-0.58225	-0.44924	-0.58277	0.14211	0.41305	-7.55586	-2.48368	-0.482333071237554	-0.50421	-0.46922	-0.49351	-0.4624	0.9974	0.02273	38.84536	-4.94924
"add"	4	-0.146197066316381	0.0551518896245398	-0.0770746763025297	1.79171144077759	-0.06637	-0.0757	-0.07002	-0.09621	0.90907	0.0469	27.253	-3.65835	-0.196137214169253	-0.16048	-0.19895	-0.18561	-0.23951	0.76356	0.07563	19.60824	-3.8909	-0.152321748802537	-0.13	-0.15068	-0.13951	-0.1891	0.89908	0.04941	26.41902	-2.36572
"add"	4	-0.120225479919463	0.1868586850469	-0.363317171187814	0.40313935070116	-0.58531	-0.56681	-0.42045	0.11931	0.27105	0.21335	3.01424	-12.62507	-0.213161763585715	-0.29254	-0.28046	-0.21505	-0.06461	0.56313	0.16516	7.11003	-5.94036	-0.169034016815553	-0.24357	-0.23425	-0.17646	-0.02186	0.62367	0.15329	8.30336	-10.32728
"add"	4	-0.273023769352585	0.0596409075660631	-0.836443881130261	0.1	-0.85625	-0.98302	-0.77157	-0.73493	-0.83981	0.31243	-3.08882	-18.13078	-0.428818883155024	-0.44282	-0.47244	-0.44026	-0.35975	0.81699	0.09854	15.37427	-18.73381	-0.262179279672493	-0.26967	-0.30182	-0.25758	-0.21964	0.91525	0.06706	21.5327	-9.71111
"add"	4	-0.318242961610667	0.00601762800943106	-0.925588109124128	0.1	-0.92708	-0.9271	-0.92347	-0.92471	-0.23557	0.3235	-3.64634	-15.44219	-0.620057170698854	-0.61731	-0.6167	-0.62518	-0.62103	0.37613	0.22988	1.82041	-12.61455	-0.317979605167499	-0.31788	-0.31823	-0.31831	-0.31749	0.99978	0.00428	65.57299	-2.48435
"add"	4	-0.48454506356502	0.228963109722827	-1.16199872265056	0.1	-1.40276	-0.95856	-1.11316	-1.17352	-0.44274	0.62241	-14.1164	-19.67527	-0.207472558497221	-0.29553	-0.14916	-0.18915	-0.19604	-1.42688	0.80724	-18.27689	-3.77777	-0.491731512195127	-0.54071	-0.44459	-0.49272	-0.48891	0.80936	0.22625	2.07489	-6.04642
"add"	4	-0.175903597124852	0.100176845386159	-0.366891324068084	0.34836448740866	-0.40262	-0.18576	-0.43999	-0.43919	0.80102	0.10759	13.96822	-4.17363	-0.39943458197169	-0.41208	-0.35184	-0.44791	-0.38591	-0.75656	0.31966	-3.4552	-8.3411	-0.206854359409858	-0.21855	-0.13827	-0.24919	-0.22141	0.63007	0.1467	9.00711	-3.76643
"add"	4	-0.314702939405106	0.129799646732863	-0.105505615491387	2.72565869705631	-0.09711	-0.11972	-0.10652	-0.09868	0.92516	0.09089	16.66719	-3.59383	-0.549727799803723	-0.55731	-0.5908	-0.51064	-0.54016	0.49022	0.23721	1.31793	-10.42808	-0.329799414062053	-0.3101	-0.3696	-0.32732	-0.31219	0.90556	0.1021	14.80568	-2.61943
"add"	4	-0.482960320811253	0.0144783344585449	-1.11230609532292	0.1	-1.12386	-1.12385	-1.10379	-1.09772	-0.55148	0.55167	-12.18625	-13.63367	-0.636030887283441	-0.63793	-0.61439	-0.643	-0.64881	0.26102	0.38074	-6.25271	-3.6466	-0.482638438803105	-0.48478	-0.48396	-0.48274	-0.47907	0.99912	0.01312	47.63965	-2.70856
"add"	4	-0.243125572812278	0.149433683604002	-0.818205016628938	0.1	-0.88857	-0.84454	-1.15937	-0.38034	-0.45255	0.28086	-1.38476	-17.67758	-0.374273526255573	-0.39538	-0.41889	-0.43441	-0.24841	0.68442	0.13091	10.82849	-6.49504	-0.228964597026467	-0.2425	-0.23753	-0.30523	-0.1306	0.74926	0.11669	12.66842	-8.14577
"add"	4	-0.450050091242883	0.194458137033507	-1.05287359205494	0.1	-1.42474	-1.19046	-0.79856	-0.79774	-1.06828	0.56804	-12.65387	-16.47778	-0.358266373700013	-0.36626	-0.59809	-0.25379	-0.21492	-0.37674	0.46344	-9.39783	-1.96227	-0.414940370037285	-0.56826	-0.42825	-0.36477	-0.29848	0.84946	0.15325	8.3081	-9.42516
"add"	4	-0.15809043077752	0.0456800007377751	-0.0209435961923756	7.28699668660057	-0.02137	-0.0158	-0.02208	-0.02452	0.95203	0.03214	33.29802	-3.10827	-0.208798244784572	-0.21763	-0.16288	-0.21146	-0.24322	0.80178	0.06534	21.94759	-6.93619	-0.157020881855702	-0.16053	-0.11875	-0.16499	-0.18382	0.95094	0.0325	33.11891	-3.11405
"add"	4	-0.293442512012552	0.0323205928434618	-0.888144189318733	0.1	-0.71304	-0.90315	-0.97911	-0.95728	-0.26282	0.29718	-2.28816	-18.45693	-0.458534072865707	-0.41838	-0.46332	-0.48018	-0.47227	0.74287	0.1341	10.44395	-13.63852	-0.287833015215582	-0.24846	-0.2911	-0.30947	-0.3023	0.98073	0.03671	31.17359	-3.9101
"add"	4	-0.157306830014568	0.0253427526331507	-0.666798555003621	0.1	-0.64159	-0.54675	-0.80316	-0.67571	0.32367	0.12387	11.7134	-25.07973	-0.210652802232226	-0.20472	-0.19209	-0.23519	-0.21062	0.85941	0.05648	24.27999	-5.54546	-0.158544673217446	-0.15294	-0.14034	-0.18213	-0.15876	0.97253	0.02497	37.34137	-2.77162
"add"	4	-0.38573620072566	0.168340796080884	-0.0639886505378583	5.43784147444904	-0.0541	-0.07406	-0.08951	-0.03828	0.89932	0.12514	11.55078	-2.4838	-0.513669642588514	-0.51919	-0.39321	-0.6128	-0.52948	0.50208	0.27828	-1.23674	-7.01149	-0.378089735072922	-0.32109	-0.43829	-0.5265	-0.22649	0.89207	0.12956	10.99516	-2.92347
"add"	4	-0.142031177144963	0.101536366448272	-0.222222424202314	0.477888536705162	-0.15279	-0.16074	-0.1596	-0.41575	0.67219	0.10621	14.17429	-6.92908	-0.184108817045157	-0.14111	-0.18024	-0.14003	-0.27505	0.3934	0.14448	9.25069	-1.31307	-0.138046685355211	-0.09692	-0.12334	-0.09953	-0.2324	0.6194	0.11444	12.97974	-3.2257
"add"	4	-0.11788514998043	0.230600119684823	-0.214132662210882	0.444856280772129	-0.1393	-0.00641	-0.36912	-0.3417	0.38782	0.16935	6.70932	-13.74481	-0.157285969411214	-0.15574	-0.03879	-0.22317	-0.21144	0.22187	0.19093	4.79031	-10.57448	-0.124778359551266	-0.10549	-0.02619	-0.18576	-0.18167	0.33918	0.17595	6.09756	-11.22685
"add"	4	-0.488789046928287	0.00847370631527156	-1.11838743491978	0.1	-1.10142	-1.13792	-1.10979	-1.12442	-0.58447	0.56411	-12.54297	-13.56958	-0.684360616336484	-0.67187	-0.70186	-0.66585	-0.69786	0.24771	0.3887	-6.58388	-4.1899	-0.489148422233043	-0.48405	-0.49553	-0.48456	-0.49246	0.99966	0.00827	55.0129	-2.43014
"add"	4	-0.0628009889973327	0.0356054971343838	-0.0881628335043846	0.64280426475878	-0.0887	-0.07643	-0.06908	-0.11844	0.81656	0.02891	34.99325	-3.81925	-0.0697533728414662	-0.07087	-0.06404	-0.05229	-0.09182	0.7692	0.03243	33.15623	-2.61146	-0.0636280885807392	-0.06429	-0.05696	-0.04869	-0.08457	0.80247	0.03	34.40132	-2.89793
"add"	4	-0.0829319732729346	0.178253502759617	-0.20035720733342	0.293471215445281	0.03722	-0.20952	-0.44164	-0.18749	0.2771	0.1466	9.01765	-11.77192	-0.0765475722527389	0.09886	-0.11404	-0.16424	-0.12677	0.29495	0.14478	9.21769	-12.56414	-0.0722749836082623	0.05937	-0.10183	-0.14391	-0.10273	0.30674	0.14356	9.35264	-11.96336
"add"	4	-0.443568492506165	0.0347856323933229	-1.08311643071081	0.1	-1.03869	-1.11446	-1.05364	-1.12567	-0.43562	0.49956	-10.59858	-13.53929	-0.480174542306637	-0.44102	-0.48699	-0.49652	-0.49616	0.22242	0.36765	-5.69321	-1.61031	-0.451273007011113	-0.4339	-0.46517	-0.4432	-0.46283	0.9936	0.03335	32.7085	-0.79832
"add"	4	-0.269518364092801	0.192215616931207	-0.597275457350995	0.166868844114829	-0.47983	-0.68841	-1.05365	-0.16721	-0.37279	0.35788	-5.26215	-9.29888	-0.308319235801133	-0.42009	-0.34549	-0.3761	-0.0916	0.29915	0.25571	0.11634	-8.17935	-0.219183778568947	-0.24586	-0.1691	-0.32769	-0.13409	0.29155	0.25709	0.02999	-10.72215
"add"	4	-0.101665596326347	0.113525664899498	-0.381411611406311	0.1	-0.90666	0.07291	-0.41535	-0.27655	-0.25414	0.12676	11.34463	-11.58295	-0.0624212566479463	-0.16348	0.07541	-0.10496	-0.05666	0.16633	0.10335	14.61153	-11.20195	-0.0589450044276872	-0.14769	0.05083	-0.08918	-0.04974	0.14206	0.10484	14.38203	-10.77006
"add"	4	-0.43157181784045	0.107268503285013	-1.07309389959535	0.1	-1.3188	-0.93614	-1.08953	-0.9479	-0.39036	0.48323	-10.06689	-19.66749	-0.330444529192886	-0.40194	-0.20166	-0.34275	-0.37544	-0.23662	0.45573	-9.12942	-3.49231	-0.423004712989128	-0.48589	-0.41451	-0.42399	-0.36763	0.92908	0.10914	13.73938	-3.73763
"add"	4	-0.328295242402237	0.0831345869228244	-0.912534310575432	0.1	-0.81377	-1.05838	-0.826	-0.95199	-0.55369	0.36281	-5.48084	-14.28277	-0.643309324623147	-0.65423	-0.67592	-0.57159	-0.6715	0.35645	0.2335	1.57024	-10.27252	-0.323861241459772	-0.29701	-0.36357	-0.29487	-0.34	0.93636	0.07343	20.07998	-1.47678
"add"	4	-0.222416035528295	0.0853660155553371	-0.793968474705904	0.1	-0.90436	-0.66609	-0.83093	-0.7745	0.12714	0.21073	3.21216	-16.98421	-0.346606433885938	-0.43017	-0.29672	-0.29882	-0.36072	0.57944	0.14627	9.05369	-5.00922	-0.221971151586242	-0.26668	-0.18092	-0.21553	-0.22476	0.8789	0.07849	19.01318	-4.97683
"add"	4	-0.41660201883642	0.0252880827174522	-1.04160208445375	0.1	-1.04654	-0.99836	-1.05216	-1.06935	-0.55465	0.47124	-9.66477	-14.41188	-0.424950583045022	-0.42462	-0.41638	-0.42952	-0.42928	0.22072	0.33363	-4.13969	-0.13564	-0.415401879725348	-0.41743	-0.40375	-0.4225	-0.41792	0.99711	0.02032	40.63274	-6.22315
"add"	4	-0.185283583379351	0.0490328210871667	-0.744149014321556	0.1	-0.78955	-0.72665	-0.90276	-0.55764	0.27628	0.15791	7.82894	-22.35579	-0.262088987966951	-0.24157	-0.25583	-0.30785	-0.2431	0.7891	0.08524	17.69294	-5.3086	-0.188311046387224	-0.18253	-0.18244	-0.22416	-0.16411	0.94053	0.04527	27.8204	-6.5846
"add"	4	-0.240608846768737	0.142936214222573	-0.041107555178404	6.25747219429082	-0.04063	-0.0593	-0.0251	-0.0394	0.79297	0.14302	9.41296	-8.61453	-0.466068692457942	-0.43673	-0.57936	-0.39783	-0.45036	0.38506	0.24649	0.70364	-2.99264	-0.269152238195523	-0.26466	-0.38441	-0.17077	-0.25678	0.79097	0.14371	9.33605	-7.81701
"add"	4	-0.488869371020701	0.181711927056313	-1.10378997260042	0.1	-0.73692	-0.91069	-1.49629	-1.27126	-0.94091	0.60891	-13.76579	-18.15082	-0.212250759982826	-0.12358	-0.08342	-0.37149	-0.27051	-1.80854	0.73248	-16.72185	-6.79303	-0.450095101931933	-0.33566	-0.36965	-0.58144	-0.51364	0.82528	0.1827	5.49583	-7.15015
"add"	4	-0.135279989370611	0.0659093731665052	-0.5685367513495	0.1	-0.351	-0.61198	-0.88485	-0.42631	-0.08642	0.12261	11.87758	-16.23503	-0.144775669702422	-0.12777	-0.14048	-0.2028	-0.10805	0.74552	0.05934	23.48884	-5.20781	-0.11877826134242	-0.09628	-0.11806	-0.17397	-0.08681	0.69622	0.06483	22.07224	-7.85326
"add"	4	-0.155244750762358	0.16542347491486	-0.612128469045539	0.135312809146823	-0.34495	-0.99956	-0.56339	-0.54061	0.32755	0.16391	7.23239	-10.30315	-0.220830099413864	-0.24821	-0.28808	-0.15872	-0.1883	0.55787	0.1329	10.58696	-4.9552	-0.164986699115045	-0.16287	-0.23007	-0.13452	-0.13249	0.66794	0.11518	12.87734	-6.02076
"add"	4	-0.256182369950693	0.205645998823456	-0.811992545539996	0.1	-1.10147	-0.64268	-0.95907	-0.54475	-0.4461	0.31808	-3.37572	-12.41475	-0.515550886888907	-0.44986	-0.39027	-0.59395	-0.62813	-0.25662	0.29651	-2.25216	-4.24631	-0.231266383309269	-0.26151	-0.14928	-0.25981	-0.25446	0.52856	0.18161	5.59097	-8.98791
"add"	4	-0.178604869625997	0.211413792043459	-0.275458514945416	0.6641226813077	-0.4729	-0.60289	-0.24205	0.216	-0.10959	0.36397	-5.53223	-13.97824	-0.281178778968079	-0.38926	-0.45876	-0.08853	-0.18816	0.36819	0.27465	-1.027	-9.9053	-0.177325256927195	-0.27318	-0.36064	-0.08779	0.0123	0.37161	0.27391	-0.98349	-17.8291
"add"	4	-0.0630836906842887	0.00354699307354167	-0.0150679103669387	4.17424734902506	-0.01534	-0.01485	-0.01536	-0.01473	0.99691	0.00327	69.84393	-2.69678	-0.0704858891061432	-0.07151	-0.06957	-0.07195	-0.06892	0.9789	0.00856	54.46427	-11.15789	-0.0641719364233917	-0.06529	-0.06325	-0.06542	-0.06272	0.99638	0.00355	68.56097	-3.20632
"add"	4	-0.27002626247704	0.198272189067211	-0.629833660103608	0.244020399820463	-0.66236	-1.07637	-0.6417	-0.13891	0.21864	0.32229	-3.58626	-9.47661	-0.329422402102579	-0.38101	-0.48911	-0.17312	-0.27445	0.5339	0.24892	0.54678	-5.62442	-0.27197788012803	-0.27403	-0.4138	-0.2048	-0.19528	0.59369	0.23241	1.64507	-9.26038
"add"	4	-0.134863015043084	0.108435673464555	-0.0357745701350312	3.05800741879689	-0.03189	-0.04561	-0.04429	-0.0213	0.71713	0.0715	20.5064	-3.41032	-0.145764787322402	-0.13501	-0.18322	-0.17373	-0.0911	0.62017	0.08285	18.14835	-3.26506	-0.115399218419497	-0.1035	-0.14707	-0.14204	-0.06898	0.71437	0.07185	20.42865	-3.31949
"add"	4	-0.060727717494592	0.0305179505376145	-0.358793894547181	0.1	-0.46189	-0.36951	-0.24905	-0.35473	0.59214	0.03793	30.64932	-8.79447	-0.0637227707567664	-0.08169	-0.06423	-0.04674	-0.06223	0.81116	0.02581	36.80935	-1.87656	-0.058402762068668	-0.0752	-0.05908	-0.04233	-0.05701	0.81932	0.02525	37.16271	-2.73743
"add"	4	-0.174396169779357	0.126291964203119	-0.0400348904915836	4.58537262136327	-0.06267	-0.04397	-0.02588	-0.02762	0.889	0.06713	21.51424	-1.73378	-0.307930058026432	-0.41441	-0.33499	-0.23614	-0.24618	0.47018	0.14667	9.01057	-6.48085	-0.193759942453965	-0.29991	-0.21299	-0.12699	-0.13515	0.88575	0.06811	21.28398	-1.2207
"add"	4	-0.331900967413094	0.125995128997602	-0.0821029821587805	3.81620780253908	-0.08288	-0.09661	-0.07955	-0.06937	0.92983	0.08942	16.92675	-2.14418	-0.594528280535935	-0.54724	-0.72867	-0.54467	-0.55754	0.46267	0.24747	0.64073	-10.43895	-0.351869177406408	-0.35515	-0.40923	-0.34086	-0.30223	0.91317	0.09948	15.22209	-4.61031
"add"	4	-0.338839442108292	0.167356685153209	-0.13005701733183	2.57240356280159	-0.12073	-0.14981	-0.11524	-0.13445	0.92491	0.10929	13.7169	-3.2336	-0.287104101845614	-0.26127	-0.36077	-0.25691	-0.26947	0.07674	0.38323	-6.35696	-1.4169	-0.393424569694988	-0.36919	-0.44595	-0.35308	-0.40547	0.89862	0.12699	11.31557	-1.48488
"add"	4	-0.344824531895574	0.111880010867026	-0.939253588852768	0.1	-0.66488	-1.12571	-0.74811	-1.21832	-0.26046	0.35636	-5.19379	-14.74304	-0.402619199580507	-0.41912	-0.36632	-0.25749	-0.56755	0.57396	0.20718	3.48378	-9.30402	-0.326556390546696	-0.24683	-0.38498	-0.26358	-0.41083	0.8575	0.11982	12.2454	-1.86489
"add"	4	-0.297148819966242	0.0541056368383579	-0.0609258281838001	4.83467842093102	-0.06772	-0.05952	-0.05473	-0.06174	0.97255	0.05077	25.98362	-6.14907	-0.583849959782872	-0.61834	-0.66666	-0.58512	-0.46529	0.37611	0.24206	0.99431	-15.08577	-0.318623874009645	-0.35356	-0.30922	-0.28938	-0.32233	0.96529	0.05709	24.10635	-5.76148
"add"	4	-0.326674171432387	0.0136325060157105	-0.937842734357966	0.1	-0.94953	-0.94163	-0.92248	-0.93774	-0.23929	0.33368	-4.14208	-15.25849	-0.7177014054405	-0.73576	-0.7335	-0.7016	-0.69994	0.087	0.28641	-1.69764	-11.33243	-0.326901144291026	-0.33217	-0.3295	-0.32108	-0.32485	0.99962	0.00586	60.52932	-5.12358
"add"	4	-0.228530534671154	0.223451493366156	-0.860765226123161	0.109649614287045	-0.80784	-1.52311	-0.30799	-0.80412	0.11436	0.2818	-1.43826	-10.28119	-0.433334104760286	-0.44838	-0.56901	-0.35507	-0.36088	0.33959	0.24335	0.9093	-3.93212	-0.24633024033835	-0.24489	-0.35357	-0.12862	-0.25824	0.6587	0.17494	6.19023	-7.07315
"add"	4	-0.0755407835007645	0.0421017729095183	-0.394926412361914	0.1	-0.32268	-0.42238	-0.51219	-0.32245	0.3528	0.05304	25.28403	-14.37684	-0.076631113033903	-0.06472	-0.08225	-0.09381	-0.06574	0.83198	0.02703	36.07257	-1.40543	-0.0685755082779564	-0.0574	-0.07364	-0.08525	-0.05801	0.81265	0.02854	35.20123	-2.95759
"add"	4	-0.310344123339746	0.0864748426247388	-0.949000220016354	0.1	-1.16161	-0.90894	-1.02205	-0.7034	-0.01491	0.31563	-3.25231	-21.72465	-0.525717059100509	-0.60322	-0.49703	-0.54253	-0.46009	0.61266	0.19499	4.45362	-9.0738	-0.317393065945071	-0.38091	-0.29711	-0.33219	-0.25937	0.93601	0.07926	18.85802	-2.3803
