"sim.model"	"fit.model"	"n.muts"	"coes"	"sigma"	"rep"	"s.hats.1"	"s.hats.2"	"s.hats.3"	"s.hats.4"	"R2"	"sig.hat"	"logLike"	"P"
"mult"	"mult"	"4"	"0.3"	"0.08"	"35"	"0.28989"	"0.29432"	"0.25041"	"0.33668"	"0.95999"	"0.08732"	"17.30741"	"-2.74226"
"mult"	"mult"	"4"	"0.3"	"0.08"	"36"	"0.34912"	"0.26847"	"0.31771"	"0.2687"	"0.98599"	"0.05346"	"25.15918"	"-4.64278"
"mult"	"mult"	"4"	"0.3"	"0.08"	"37"	"0.36907"	"0.26093"	"0.26064"	"0.28652"	"0.97493"	"0.06988"	"20.87221"	"-3.67373"
"mult"	"mult"	"4"	"0.3"	"0.08"	"38"	"0.26042"	"0.31908"	"0.30927"	"0.30045"	"0.96881"	"0.08019"	"18.67119"	"-2.55148"
"mult"	"mult"	"4"	"0.3"	"0.08"	"39"	"0.24984"	"0.2914"	"0.31627"	"0.30686"	"0.97561"	"0.06862"	"21.16469"	"-4.62815"
"mult"	"mult"	"4"	"0.3"	"0.08"	"40"	"0.27347"	"0.27812"	"0.33652"	"0.27846"	"0.96887"	"0.07677"	"19.36867"	"-2.32308"
"mult"	"mult"	"4"	"0.3"	"0.08"	"41"	"0.3043"	"0.31012"	"0.29906"	"0.27009"	"0.98275"	"0.05729"	"24.05104"	"-4.11226"
"mult"	"mult"	"4"	"0.3"	"0.08"	"42"	"0.26894"	"0.32729"	"0.29854"	"0.30039"	"0.97269"	"0.07552"	"19.63059"	"-1.74172"
"mult"	"mult"	"4"	"0.3"	"0.08"	"43"	"0.32137"	"0.26255"	"0.30983"	"0.29266"	"0.97279"	"0.07228"	"20.33213"	"-4.87949"
"mult"	"mult"	"4"	"0.3"	"0.08"	"44"	"0.34363"	"0.26479"	"0.25697"	"0.34795"	"0.95266"	"0.10083"	"15.00653"	"-6.04213"
"mult"	"mult"	"4"	"0.3"	"0.08"	"45"	"0.28574"	"0.30111"	"0.3099"	"0.27692"	"0.97284"	"0.07308"	"20.15713"	"-2.53678"
"mult"	"mult"	"4"	"0.3"	"0.08"	"46"	"0.331"	"0.22402"	"0.28021"	"0.30927"	"0.96998"	"0.07299"	"20.1766"	"-1.05755"
"mult"	"mult"	"4"	"0.3"	"0.08"	"47"	"0.28986"	"0.34871"	"0.27632"	"0.28785"	"0.98289"	"0.06025"	"23.24554"	"-2.08453"
"mult"	"mult"	"4"	"0.3"	"0.08"	"48"	"0.30662"	"0.25645"	"0.34371"	"0.32242"	"0.98037"	"0.0666"	"21.64229"	"-2.65184"
"mult"	"mult"	"4"	"0.3"	"0.08"	"49"	"0.34798"	"0.24743"	"0.33991"	"0.25675"	"0.98873"	"0.04725"	"27.1332"	"-5.38821"
"mult"	"mult"	"4"	"0.3"	"0.08"	"50"	"0.27442"	"0.29326"	"0.28939"	"0.27073"	"0.9272"	"0.11015"	"13.59197"	"-7.33295"
"mult"	"mult"	"4"	"0.3"	"0.08"	"51"	"0.32044"	"0.29552"	"0.28658"	"0.29079"	"0.96552"	"0.08493"	"17.75091"	"-1.27738"
"mult"	"mult"	"4"	"0.3"	"0.08"	"52"	"0.30987"	"0.26391"	"0.31461"	"0.27074"	"0.96936"	"0.07428"	"19.89498"	"-2.44189"
"mult"	"mult"	"4"	"0.3"	"0.08"	"53"	"0.26557"	"0.29387"	"0.31616"	"0.31805"	"0.97653"	"0.06806"	"21.29418"	"-3.64703"
"mult"	"mult"	"4"	"0.3"	"0.08"	"54"	"0.27826"	"0.3163"	"0.25155"	"0.3402"	"0.97083"	"0.07743"	"19.23101"	"-1.68006"
"mult"	"mult"	"4"	"0.3"	"0.08"	"55"	"0.32667"	"0.26584"	"0.28028"	"0.34817"	"0.9738"	"0.07676"	"19.37105"	"-1.96171"
"mult"	"mult"	"4"	"0.3"	"0.08"	"56"	"0.33509"	"0.25334"	"0.29155"	"0.28458"	"0.96977"	"0.07601"	"19.52738"	"-3.765"
"mult"	"mult"	"4"	"0.3"	"0.08"	"57"	"0.3313"	"0.3374"	"0.30994"	"0.26731"	"0.99205"	"0.04247"	"28.83846"	"-2.44029"
"mult"	"mult"	"4"	"0.3"	"0.08"	"58"	"0.27332"	"0.30177"	"0.26596"	"0.3367"	"0.97121"	"0.07319"	"20.13136"	"-8.50148"
"mult"	"mult"	"4"	"0.3"	"0.08"	"59"	"0.26813"	"0.29082"	"0.33859"	"0.31025"	"0.96052"	"0.09186"	"16.49614"	"-4.0063"
"mult"	"mult"	"4"	"0.3"	"0.08"	"60"	"0.26134"	"0.30577"	"0.32468"	"0.27714"	"0.97361"	"0.07097"	"20.62448"	"-1.36742"
"mult"	"mult"	"4"	"0.3"	"0.08"	"61"	"0.29144"	"0.24728"	"0.37327"	"0.25851"	"0.97403"	"0.06937"	"20.98917"	"-3.8844"
"mult"	"mult"	"4"	"0.3"	"0.08"	"62"	"0.24471"	"0.33567"	"0.35053"	"0.33226"	"0.96629"	"0.09117"	"16.61822"	"-3.79546"
"mult"	"mult"	"4"	"0.3"	"0.08"	"63"	"0.31143"	"0.29385"	"0.31233"	"0.3044"	"0.96517"	"0.08567"	"17.61307"	"-3.30398"
"mult"	"mult"	"4"	"0.3"	"0.08"	"64"	"0.30242"	"0.30589"	"0.24657"	"0.36172"	"0.97559"	"0.0729"	"20.1959"	"-1.60424"
"mult"	"mult"	"4"	"0.3"	"0.08"	"65"	"0.26732"	"0.33363"	"0.26885"	"0.33773"	"0.97563"	"0.07271"	"20.23676"	"-3.26987"
"mult"	"mult"	"4"	"0.3"	"0.08"	"66"	"0.30723"	"0.25631"	"0.26636"	"0.38267"	"0.97192"	"0.07983"	"18.74249"	"-3.40228"
"mult"	"mult"	"4"	"0.3"	"0.08"	"67"	"0.28907"	"0.32526"	"0.28319"	"0.25862"	"0.97609"	"0.06505"	"22.01775"	"-2.33665"
"mult"	"mult"	"4"	"0.3"	"0.08"	"68"	"0.30466"	"0.29294"	"0.27605"	"0.27874"	"0.96889"	"0.07517"	"19.70399"	"-1.3282"
"mult"	"mult"	"4"	"0.3"	"0.08"	"69"	"0.33802"	"0.31912"	"0.3629"	"0.25036"	"0.9302"	"0.13222"	"10.66994"	"-6.30406"
"mult"	"mult"	"4"	"0.3"	"0.08"	"70"	"0.3237"	"0.31037"	"0.25656"	"0.301"	"0.98382"	"0.05844"	"23.73179"	"-4.39729"
"mult"	"mult"	"4"	"0.3"	"0.08"	"71"	"0.31782"	"0.33413"	"0.32617"	"0.28421"	"0.97033"	"0.08474"	"17.78809"	"-3.58909"
"mult"	"mult"	"4"	"0.3"	"0.08"	"72"	"0.29883"	"0.30291"	"0.27634"	"0.30756"	"0.98516"	"0.0532"	"25.23648"	"-6.23208"
"mult"	"mult"	"4"	"0.3"	"0.08"	"73"	"0.35084"	"0.29605"	"0.2902"	"0.30773"	"0.96585"	"0.08914"	"16.9774"	"-4.38071"
"mult"	"mult"	"4"	"0.3"	"0.08"	"74"	"0.3536"	"0.2614"	"0.30468"	"0.32191"	"0.98402"	"0.06067"	"23.13375"	"-5.29449"
"mult"	"mult"	"4"	"0.3"	"0.08"	"75"	"0.27482"	"0.29312"	"0.32451"	"0.25047"	"0.97187"	"0.07147"	"20.51274"	"-2.50272"
"mult"	"mult"	"4"	"0.3"	"0.08"	"76"	"0.32487"	"0.33099"	"0.30223"	"0.25949"	"0.97525"	"0.07487"	"19.76828"	"-2.34704"
"mult"	"mult"	"4"	"0.3"	"0.08"	"77"	"0.30452"	"0.28087"	"0.29413"	"0.33059"	"0.97585"	"0.07214"	"20.36346"	"-0.99864"
"mult"	"mult"	"4"	"0.3"	"0.08"	"78"	"0.28396"	"0.27141"	"0.34898"	"0.30298"	"0.96835"	"0.08284"	"18.14986"	"-1.95541"
"mult"	"mult"	"4"	"0.3"	"0.08"	"79"	"0.35126"	"0.28037"	"0.29853"	"0.31059"	"0.98572"	"0.05752"	"23.98577"	"-2.96405"
"mult"	"mult"	"4"	"0.3"	"0.08"	"80"	"0.35673"	"0.23635"	"0.32525"	"0.29189"	"0.96854"	"0.08143"	"18.42545"	"-3.75285"
"mult"	"mult"	"4"	"0.3"	"0.08"	"81"	"0.26647"	"0.27277"	"0.35542"	"0.30494"	"0.9642"	"0.08544"	"17.65527"	"-6.25132"
"mult"	"mult"	"4"	"0.3"	"0.08"	"82"	"0.27941"	"0.25934"	"0.32505"	"0.31757"	"0.9777"	"0.06507"	"22.0142"	"-4.32036"
"mult"	"mult"	"4"	"0.3"	"0.08"	"83"	"0.26207"	"0.31493"	"0.30729"	"0.31956"	"0.9725"	"0.07695"	"19.33055"	"-2.02069"
"mult"	"mult"	"4"	"0.3"	"0.08"	"84"	"0.30734"	"0.28163"	"0.31749"	"0.25781"	"0.97206"	"0.07229"	"20.33078"	"-2.23876"
"mult"	"mult"	"4"	"0.3"	"0.08"	"85"	"0.32761"	"0.30074"	"0.26357"	"0.23428"	"0.92703"	"0.11015"	"13.59132"	"-2.52313"
"mult"	"mult"	"4"	"0.3"	"0.08"	"86"	"0.3639"	"0.32179"	"0.24947"	"0.27008"	"0.97776"	"0.06881"	"21.11998"	"-1.63524"
"mult"	"mult"	"4"	"0.3"	"0.08"	"87"	"0.30683"	"0.35076"	"0.25131"	"0.30698"	"0.97863"	"0.06824"	"21.25194"	"-4.99509"
"mult"	"mult"	"4"	"0.3"	"0.08"	"88"	"0.23196"	"0.30578"	"0.28913"	"0.3199"	"0.97605"	"0.06642"	"21.68432"	"-1.87811"
"mult"	"mult"	"4"	"0.3"	"0.08"	"89"	"0.32195"	"0.31589"	"0.2541"	"0.32258"	"0.96961"	"0.0807"	"18.56893"	"-3.1256"
"mult"	"mult"	"4"	"0.3"	"0.08"	"90"	"0.27593"	"0.29282"	"0.32659"	"0.31925"	"0.96752"	"0.08393"	"17.94225"	"-4.54333"
"mult"	"mult"	"4"	"0.3"	"0.08"	"91"	"0.3094"	"0.30075"	"0.31819"	"0.28172"	"0.98357"	"0.05906"	"23.56316"	"-2.12748"
"mult"	"mult"	"4"	"0.3"	"0.08"	"92"	"0.28526"	"0.35543"	"0.27081"	"0.31448"	"0.97103"	"0.0799"	"18.72819"	"-1.61419"
"mult"	"mult"	"4"	"0.3"	"0.08"	"93"	"0.36323"	"0.29991"	"0.26675"	"0.2801"	"0.96954"	"0.08094"	"18.52252"	"-2.3425"
"mult"	"mult"	"4"	"0.3"	"0.08"	"94"	"0.28025"	"0.32212"	"0.33597"	"0.31053"	"0.97033"	"0.08334"	"18.05364"	"-1.64658"
"mult"	"mult"	"4"	"0.3"	"0.08"	"95"	"0.29162"	"0.32684"	"0.26466"	"0.28369"	"0.96109"	"0.08601"	"17.55007"	"-1.20362"
"mult"	"mult"	"4"	"0.3"	"0.08"	"96"	"0.33349"	"0.27157"	"0.36058"	"0.28712"	"0.98293"	"0.06284"	"22.57084"	"-4.14938"
"mult"	"mult"	"4"	"0.3"	"0.08"	"97"	"0.28731"	"0.28637"	"0.31755"	"0.31098"	"0.95552"	"0.09668"	"15.67927"	"-1.81982"
"mult"	"mult"	"4"	"0.3"	"0.08"	"98"	"0.28886"	"0.31499"	"0.29337"	"0.26372"	"0.97474"	"0.06904"	"21.06519"	"-1.8938"
"mult"	"mult"	"4"	"0.3"	"0.08"	"99"	"0.33701"	"0.31231"	"0.3006"	"0.25097"	"0.97335"	"0.07376"	"20.00723"	"-2.83262"
"mult"	"mult"	"4"	"0.3"	"0.08"	"100"	"0.32162"	"0.30042"	"0.25252"	"0.31827"	"0.97719"	"0.06873"	"21.1388"	"-2.24098"
"mult"	"mult"	"4"	"0.5"	"0.02"	"1"	"0.50581"	"0.49642"	"0.50436"	"0.49235"	"0.99952"	"0.02184"	"39.48083"	"-3.48818"
"mult"	"mult"	"4"	"0.5"	"0.02"	"2"	"0.51679"	"0.5004"	"0.4937"	"0.48997"	"0.9996"	"0.02002"	"40.8763"	"-4.91794"
"mult"	"mult"	"4"	"0.5"	"0.02"	"3"	"0.50377"	"0.48906"	"0.5039"	"0.50696"	"0.99969"	"0.01763"	"42.90965"	"-3.7421"
"mult"	"mult"	"4"	"0.5"	"0.02"	"4"	"0.51015"	"0.48768"	"0.50216"	"0.49848"	"0.99965"	"0.01879"	"41.88954"	"-1.52046"
"mult"	"mult"	"4"	"0.5"	"0.02"	"5"	"0.49098"	"0.50933"	"0.497"	"0.49548"	"0.99982"	"0.01332"	"47.39218"	"-2.56693"
"mult"	"mult"	"4"	"0.5"	"0.02"	"6"	"0.5018"	"0.49029"	"0.50494"	"0.4922"	"0.99931"	"0.026"	"36.6908"	"-3.48638"
"mult"	"mult"	"4"	"0.5"	"0.02"	"7"	"0.49487"	"0.50298"	"0.49382"	"0.50616"	"0.99982"	"0.01327"	"47.45408"	"-3.01603"
"mult"	"mult"	"4"	"0.5"	"0.02"	"8"	"0.51115"	"0.50757"	"0.48758"	"0.49028"	"0.99906"	"0.03075"	"34.00832"	"-4.47822"
"mult"	"mult"	"4"	"0.5"	"0.02"	"9"	"0.49641"	"0.50859"	"0.50835"	"0.49609"	"0.99968"	"0.01802"	"42.55579"	"-3.34905"
"mult"	"mult"	"4"	"0.5"	"0.02"	"10"	"0.50445"	"0.49011"	"0.49906"	"0.51602"	"0.99974"	"0.01621"	"44.24878"	"-1.59367"
"mult"	"mult"	"4"	"0.5"	"0.02"	"11"	"0.51364"	"0.48684"	"0.49908"	"0.5048"	"0.99955"	"0.02139"	"39.81378"	"-3.85646"
"mult"	"mult"	"4"	"0.5"	"0.02"	"12"	"0.50938"	"0.4963"	"0.50848"	"0.49155"	"0.99961"	"0.01977"	"41.07333"	"-2.16237"
"mult"	"mult"	"4"	"0.5"	"0.02"	"13"	"0.49711"	"0.50297"	"0.50196"	"0.4951"	"0.99957"	"0.02069"	"40.34759"	"-3.08473"
"mult"	"mult"	"4"	"0.5"	"0.02"	"14"	"0.49328"	"0.50707"	"0.51423"	"0.4941"	"0.99958"	"0.02068"	"40.35465"	"-2.49088"
"mult"	"mult"	"4"	"0.5"	"0.02"	"15"	"0.49802"	"0.5074"	"0.50099"	"0.49733"	"0.99965"	"0.01887"	"41.81971"	"-0.66905"
"mult"	"mult"	"4"	"0.5"	"0.02"	"16"	"0.49999"	"0.49182"	"0.50356"	"0.50654"	"0.99955"	"0.02128"	"39.90026"	"-2.24241"
"mult"	"mult"	"4"	"0.5"	"0.02"	"17"	"0.50522"	"0.50487"	"0.4872"	"0.5118"	"0.9997"	"0.01746"	"43.06628"	"-2.49159"
"mult"	"mult"	"4"	"0.5"	"0.02"	"18"	"0.50604"	"0.50782"	"0.50162"	"0.49104"	"0.99964"	"0.01898"	"41.72915"	"-2.18864"
"mult"	"mult"	"4"	"0.5"	"0.02"	"19"	"0.49995"	"0.49558"	"0.49899"	"0.50809"	"0.9996"	"0.02"	"40.89266"	"-2.94144"
"mult"	"mult"	"4"	"0.5"	"0.02"	"20"	"0.50399"	"0.4957"	"0.4917"	"0.49689"	"0.99941"	"0.02411"	"37.89958"	"-0.9548"
"mult"	"mult"	"4"	"0.5"	"0.02"	"21"	"0.47926"	"0.50611"	"0.50186"	"0.509"	"0.99975"	"0.01573"	"44.72986"	"-3.85796"
"mult"	"mult"	"4"	"0.5"	"0.02"	"22"	"0.50965"	"0.47968"	"0.50012"	"0.5087"	"0.99961"	"0.01971"	"41.12017"	"-4.95916"
"mult"	"mult"	"4"	"0.5"	"0.02"	"23"	"0.50722"	"0.49209"	"0.49968"	"0.5059"	"0.99959"	"0.02045"	"40.53141"	"-4.25889"
"mult"	"mult"	"4"	"0.5"	"0.02"	"24"	"0.49598"	"0.4931"	"0.50107"	"0.50558"	"0.99976"	"0.01532"	"45.15744"	"-2.56745"
"mult"	"mult"	"4"	"0.5"	"0.02"	"25"	"0.49507"	"0.50489"	"0.49476"	"0.49295"	"0.99966"	"0.01828"	"42.32957"	"-0.88352"
"mult"	"mult"	"4"	"0.5"	"0.02"	"26"	"0.5042"	"0.50532"	"0.50188"	"0.49387"	"0.9995"	"0.02254"	"38.97307"	"-1.84852"
"mult"	"mult"	"4"	"0.5"	"0.02"	"27"	"0.48996"	"0.50595"	"0.50732"	"0.50728"	"0.99934"	"0.02572"	"36.86584"	"-3.68894"
"mult"	"mult"	"4"	"0.5"	"0.02"	"28"	"0.49545"	"0.50341"	"0.48884"	"0.49878"	"0.9995"	"0.02213"	"39.26669"	"-6.01186"
"mult"	"mult"	"4"	"0.5"	"0.02"	"29"	"0.49995"	"0.51592"	"0.49386"	"0.50119"	"0.99923"	"0.02804"	"35.48533"	"-3.32959"
"mult"	"mult"	"4"	"0.5"	"0.02"	"30"	"0.50447"	"0.49276"	"0.49805"	"0.50055"	"0.99966"	"0.01842"	"42.20315"	"-3.37081"
"mult"	"mult"	"4"	"0.5"	"0.02"	"31"	"0.48722"	"0.49745"	"0.50908"	"0.50292"	"0.99966"	"0.01841"	"42.2114"	"-3.96816"
"mult"	"mult"	"4"	"0.5"	"0.02"	"32"	"0.50437"	"0.5004"	"0.48631"	"0.49843"	"0.99929"	"0.02643"	"36.43093"	"-4.53206"
"mult"	"mult"	"4"	"0.5"	"0.02"	"33"	"0.50983"	"0.50128"	"0.49633"	"0.49852"	"0.99955"	"0.02129"	"39.88771"	"-4.05763"
"mult"	"mult"	"4"	"0.5"	"0.02"	"34"	"0.49657"	"0.49634"	"0.49553"	"0.51231"	"0.99975"	"0.01589"	"44.5698"	"-4.52908"
"mult"	"mult"	"4"	"0.5"	"0.02"	"35"	"0.49857"	"0.50141"	"0.48985"	"0.50909"	"0.99972"	"0.01661"	"43.86247"	"-1.70904"
"mult"	"mult"	"4"	"0.5"	"0.02"	"36"	"0.49955"	"0.49385"	"0.49518"	"0.50873"	"0.99968"	"0.01798"	"42.59412"	"-5.79444"
"mult"	"mult"	"4"	"0.5"	"0.02"	"37"	"0.50937"	"0.50199"	"0.48265"	"0.49636"	"0.99908"	"0.03"	"34.40301"	"-3.32428"
"mult"	"mult"	"4"	"0.5"	"0.02"	"38"	"0.50406"	"0.5027"	"0.49395"	"0.50135"	"0.99957"	"0.0209"	"40.18188"	"-2.97983"
"mult"	"mult"	"4"	"0.5"	"0.02"	"39"	"0.50301"	"0.50206"	"0.48904"	"0.49765"	"0.9994"	"0.02429"	"37.78278"	"-2.14286"
"mult"	"mult"	"4"	"0.5"	"0.02"	"40"	"0.50054"	"0.50934"	"0.50254"	"0.49649"	"0.99968"	"0.01808"	"42.50619"	"-2.49807"
"mult"	"mult"	"4"	"0.5"	"0.02"	"41"	"0.5096"	"0.49743"	"0.49547"	"0.50133"	"0.99939"	"0.02477"	"37.46569"	"-4.00264"
"mult"	"mult"	"4"	"0.5"	"0.02"	"42"	"0.48199"	"0.50901"	"0.50775"	"0.50392"	"0.99967"	"0.01828"	"42.32616"	"-1.5395"
"mult"	"mult"	"4"	"0.5"	"0.02"	"43"	"0.49744"	"0.50219"	"0.50578"	"0.4934"	"0.99978"	"0.01474"	"45.77574"	"-3.13222"
"mult"	"mult"	"4"	"0.5"	"0.02"	"44"	"0.50397"	"0.50267"	"0.50101"	"0.49351"	"0.99971"	"0.01693"	"43.55161"	"-2.7496"
"mult"	"mult"	"4"	"0.5"	"0.02"	"45"	"0.50479"	"0.50648"	"0.48555"	"0.49034"	"0.99954"	"0.021"	"40.10685"	"-4.09559"
"mult"	"mult"	"4"	"0.5"	"0.02"	"46"	"0.49278"	"0.49796"	"0.49291"	"0.5061"	"0.99959"	"0.02014"	"40.77947"	"-3.5118"
"mult"	"mult"	"4"	"0.5"	"0.02"	"47"	"0.50535"	"0.49177"	"0.50646"	"0.49975"	"0.99979"	"0.01456"	"45.96472"	"-3.94542"
"mult"	"mult"	"4"	"0.5"	"0.02"	"48"	"0.50312"	"0.49774"	"0.49294"	"0.5042"	"0.99988"	"0.01107"	"50.35653"	"-4.15158"
"mult"	"mult"	"4"	"0.5"	"0.02"	"49"	"0.49687"	"0.48821"	"0.50168"	"0.51132"	"0.9995"	"0.02228"	"39.16442"	"-2.95617"
"mult"	"mult"	"4"	"0.5"	"0.02"	"50"	"0.49618"	"0.49363"	"0.49435"	"0.51044"	"0.9998"	"0.01393"	"46.67651"	"-2.28799"
"mult"	"mult"	"4"	"0.5"	"0.02"	"51"	"0.49755"	"0.49742"	"0.51007"	"0.49797"	"0.99966"	"0.01856"	"42.08702"	"-4.11408"
"mult"	"mult"	"4"	"0.5"	"0.02"	"52"	"0.50719"	"0.49446"	"0.4954"	"0.4969"	"0.9995"	"0.0222"	"39.21692"	"-2.11865"
"mult"	"mult"	"4"	"0.5"	"0.02"	"53"	"0.49257"	"0.50425"	"0.5105"	"0.51148"	"0.99894"	"0.03303"	"32.86166"	"-2.87234"
"mult"	"mult"	"4"	"0.5"	"0.02"	"54"	"0.49123"	"0.4979"	"0.4915"	"0.50066"	"0.99964"	"0.0188"	"41.87555"	"-1.3676"
"mult"	"mult"	"4"	"0.5"	"0.02"	"55"	"0.5019"	"0.49169"	"0.49253"	"0.51324"	"0.99966"	"0.01836"	"42.25975"	"-1.19761"
"mult"	"mult"	"4"	"0.5"	"0.02"	"56"	"0.50512"	"0.50069"	"0.49203"	"0.49813"	"0.99946"	"0.02313"	"38.55995"	"-4.97534"
"mult"	"mult"	"4"	"0.5"	"0.02"	"57"	"0.49968"	"0.49179"	"0.5024"	"0.49603"	"0.99963"	"0.01902"	"41.68907"	"-2.21496"
"mult"	"mult"	"4"	"0.5"	"0.02"	"58"	"0.49251"	"0.50358"	"0.50229"	"0.50359"	"0.99967"	"0.0181"	"42.48796"	"-1.83233"
"mult"	"mult"	"4"	"0.5"	"0.02"	"59"	"0.49323"	"0.49568"	"0.52347"	"0.4977"	"0.99938"	"0.02501"	"37.31411"	"-3.03435"
"mult"	"mult"	"4"	"0.5"	"0.02"	"60"	"0.51252"	"0.49739"	"0.49771"	"0.5024"	"0.9994"	"0.02471"	"37.50646"	"-1.76628"
"mult"	"mult"	"4"	"0.5"	"0.02"	"61"	"0.51558"	"0.48576"	"0.49305"	"0.50456"	"0.99958"	"0.02045"	"40.53437"	"-5.61541"
"mult"	"mult"	"4"	"0.5"	"0.02"	"62"	"0.49111"	"0.50472"	"0.50101"	"0.49439"	"0.9998"	"0.0141"	"46.48633"	"-2.34819"
"mult"	"mult"	"4"	"0.5"	"0.02"	"63"	"0.50203"	"0.49833"	"0.5008"	"0.49551"	"0.99974"	"0.01619"	"44.26687"	"-2.70591"
"mult"	"mult"	"4"	"0.5"	"0.02"	"64"	"0.5079"	"0.48463"	"0.49448"	"0.51125"	"0.99952"	"0.02184"	"39.4776"	"-3.34852"
"mult"	"mult"	"4"	"0.5"	"0.02"	"65"	"0.50236"	"0.50832"	"0.49437"	"0.50136"	"0.99966"	"0.01849"	"42.14334"	"-3.41899"
"mult"	"mult"	"4"	"0.5"	"0.02"	"66"	"0.50576"	"0.50577"	"0.48394"	"0.50083"	"0.99963"	"0.01915"	"41.58798"	"-2.66727"
"mult"	"mult"	"4"	"0.5"	"0.02"	"67"	"0.51132"	"0.49802"	"0.49184"	"0.50241"	"0.99952"	"0.02195"	"39.4002"	"-5.19921"
"mult"	"mult"	"4"	"0.5"	"0.02"	"68"	"0.49172"	"0.49791"	"0.5033"	"0.5075"	"0.99967"	"0.01802"	"42.55426"	"-6.0769"
"mult"	"mult"	"4"	"0.5"	"0.02"	"69"	"0.50611"	"0.49408"	"0.49967"	"0.49364"	"0.99985"	"0.01235"	"48.60652"	"-2.76974"
"mult"	"mult"	"4"	"0.5"	"0.02"	"70"	"0.49557"	"0.50355"	"0.50351"	"0.50662"	"0.99959"	"0.02051"	"40.48551"	"-3.82022"
"mult"	"mult"	"4"	"0.5"	"0.02"	"71"	"0.50317"	"0.49045"	"0.49777"	"0.5026"	"0.99982"	"0.01338"	"47.32519"	"-4.19028"
"mult"	"mult"	"4"	"0.5"	"0.02"	"72"	"0.51171"	"0.50676"	"0.49404"	"0.4967"	"0.999"	"0.0317"	"33.51818"	"-4.12571"
"mult"	"mult"	"4"	"0.5"	"0.02"	"73"	"0.49171"	"0.50084"	"0.50572"	"0.51281"	"0.99955"	"0.02136"	"39.83584"	"-3.4"
"mult"	"mult"	"4"	"0.5"	"0.02"	"74"	"0.51583"	"0.49035"	"0.48727"	"0.49837"	"0.99958"	"0.02027"	"40.67426"	"-7.0116"
"mult"	"mult"	"4"	"0.5"	"0.02"	"75"	"0.49347"	"0.50945"	"0.48616"	"0.50494"	"0.99955"	"0.02124"	"39.93021"	"-4.31418"
"mult"	"mult"	"4"	"0.5"	"0.02"	"76"	"0.50811"	"0.50378"	"0.48952"	"0.49476"	"0.9998"	"0.01423"	"46.33091"	"-3.8713"
"mult"	"mult"	"4"	"0.5"	"0.02"	"77"	"0.49572"	"0.49152"	"0.5054"	"0.49996"	"0.99952"	"0.02165"	"39.62222"	"-4.29136"
"mult"	"mult"	"4"	"0.5"	"0.02"	"78"	"0.50839"	"0.49841"	"0.49626"	"0.49674"	"0.99977"	"0.01509"	"45.40132"	"-1.9123"
"mult"	"mult"	"4"	"0.5"	"0.02"	"79"	"0.49758"	"0.50841"	"0.50702"	"0.49566"	"0.99929"	"0.02677"	"36.22416"	"-3.73143"
"mult"	"mult"	"4"	"0.5"	"0.02"	"80"	"0.50047"	"0.49629"	"0.49857"	"0.49768"	"0.99982"	"0.01348"	"47.20539"	"-7.4421"
"mult"	"mult"	"4"	"0.5"	"0.02"	"81"	"0.49577"	"0.49141"	"0.50492"	"0.50765"	"0.99966"	"0.01843"	"42.19622"	"-2.91253"
"mult"	"mult"	"4"	"0.5"	"0.02"	"82"	"0.48917"	"0.49736"	"0.5109"	"0.50243"	"0.99959"	"0.02022"	"40.7148"	"-3.18006"
"mult"	"mult"	"4"	"0.5"	"0.02"	"83"	"0.49629"	"0.51182"	"0.49255"	"0.49561"	"0.9997"	"0.01722"	"43.28334"	"-1.69353"
"mult"	"mult"	"4"	"0.5"	"0.02"	"84"	"0.49994"	"0.47817"	"0.51178"	"0.513"	"0.99965"	"0.01866"	"41.9959"	"-4.10355"
"mult"	"mult"	"4"	"0.5"	"0.02"	"85"	"0.50331"	"0.51379"	"0.4955"	"0.49536"	"0.99958"	"0.02057"	"40.44078"	"-2.83718"
"mult"	"mult"	"4"	"0.5"	"0.02"	"86"	"0.48753"	"0.50937"	"0.50121"	"0.50784"	"0.99971"	"0.01695"	"43.53788"	"-0.9228"
"mult"	"mult"	"4"	"0.5"	"0.02"	"87"	"0.48792"	"0.50606"	"0.50137"	"0.50718"	"0.99972"	"0.01673"	"43.74386"	"-2.45394"
"mult"	"mult"	"4"	"0.5"	"0.02"	"88"	"0.494"	"0.48692"	"0.51016"	"0.49318"	"0.99924"	"0.02739"	"35.85773"	"-2.65827"
"mult"	"mult"	"4"	"0.5"	"0.02"	"89"	"0.50144"	"0.50136"	"0.50599"	"0.4929"	"0.99985"	"0.01219"	"48.81011"	"-1.99515"
"mult"	"mult"	"4"	"0.5"	"0.02"	"90"	"0.5078"	"0.50436"	"0.51086"	"0.48436"	"0.99933"	"0.02598"	"36.70495"	"-4.04896"
"mult"	"mult"	"4"	"0.5"	"0.02"	"91"	"0.49789"	"0.50044"	"0.49022"	"0.50395"	"0.99939"	"0.02469"	"37.52152"	"-1.84083"
"mult"	"mult"	"4"	"0.5"	"0.02"	"92"	"0.50245"	"0.49298"	"0.50935"	"0.49881"	"0.99931"	"0.0263"	"36.507"	"-2.46461"
"mult"	"mult"	"4"	"0.5"	"0.02"	"93"	"0.49503"	"0.50099"	"0.50101"	"0.49902"	"0.99957"	"0.02053"	"40.47247"	"-1.42238"
